loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
4;ft.C.x;ft;6;ft.f90:207-208;Innermost;16.834869384766;2.085000038147;;;;;;16.834869384766;2.085000038147;;;;;;;;;;;;;;;;
71;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;16.067813873291;1.990000128746;;;;;;16.067813873291;1.990000128746;;;;;;;;;;;;;;;;
82;ft.C.x;transpose_x_yz;21;ft.f90:1396-1396;Innermost;11.909557342529;1.474999666214;;;;;;11.909557342529;1.474999666214;;;;;;;;;;;;;;;;
91;ft.C.x;transpose2_local;23;ft.f90:1326-1327;Innermost;7.6301927566528;0.94499999284744;;;;;;7.6301927566528;0.94499999284744;;;;;;;;;;;;;;;;
95;ft.C.x;transpose2_local;23;ft.f90:1332-1334;Innermost;6.1364512443542;0.7600000500679;;;;;;6.1364512443542;0.7600000500679;;;;;;;;;;;;;;;;
41;ft.C.x;cffts1;14;ft.f90:916-917;Innermost;5.9345941543579;0.73500001430511;;;;;;5.9345941543579;0.73500001430511;;;;;;;;;;;;;;;;
72;ft.C.x;fftz2;19;ft.f90:1182-1182,ft.f90:1187-1189;InBetween;19.499382019043;2.4150002002716;;;;;;3.431568145752;0.42500004172325;;;;;;;;;;;;;;;;
51;ft.C.x;cffts2;15;ft.f90:963-963;Innermost;2.5837688446045;0.31999999284744;;;;;;2.5837688446045;0.31999999284744;;;;;;;;;;;;;;;;
75;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;2.0993120670319;0.25999999046326;;;;;;2.0993120670319;0.25999999046326;;;;;;;;;;;;;;;;
38;ft.C.x;cffts1;14;ft.f90:928-929;Innermost;1.9781981706619;0.24500003457069;;;;;;1.9781981706619;0.24500003457069;;;;;;;;;;;;;;;;
68;ft.C.x;cfftz;18;ft.f90:1130-1130;Innermost;1.4937413930893;0.18500000238419;;;;;;1.4937413930893;0.18500000238419;;;;;;;;;;;;;;;;
86;ft.C.x;transpose_xy_z;22;ft.f90:1396-1396;Innermost;1.3726271390915;0.17000000178814;;;;;;1.3726271390915;0.17000000178814;;;;;;;;;;;;;;;;
48;ft.C.x;cffts2;15;ft.f90:975-975;Innermost;1.2515131235123;0.15500001609325;;;;;;1.2515131235123;0.15500001609325;;;;;;;;;;;;;;;;
70;ft.C.x;fftz2;19;ft.f90:1168-1168,ft.f90:1182-1182,ft.f90:1189-1190;Outermost;20.58941078186;2.5500004291534;;;;;;1.0900275707245;0.13500000536442;;;;;;;;;;;;;;;;
147;ft.C.x;vranlc;53;randi8.f90:60-62;Single;0.56519943475723;0.070000000298023;;;;;;0.56519943475723;0.070000000298023;;;;;;;;;;;;;;;;
76;ft.C.x;fftz2;19;ft.f90:1182-1182,ft.f90:1187-1189;InBetween;2.4626545906067;0.30499997735023;;;;;;0.36334249377251;0.044999998062849;;;;;;;;;;;;;;;;
3;ft.C.x;ft;6;ft.f90:144-144,ft.f90:208-210;InBetween;16.996355056763;2.1050000190735;;;;;;0.16148555278778;0.019999999552965;;;;;;;;;;;;;;;;
80;ft.C.x;transpose_x_yz;21;ft.f90:1242-1242,ft.f90:1396-1398;InBetween;12.030673980713;1.4900000095367;;;;;;0.12111416459084;0.015000000596046;;;;;;;;;;;;;;;;
66;ft.C.x;cfftz;18;ft.f90:1130-1132;Outermost;1.5744841098785;0.19499999284744;;;;;;0.08074277639389;0.0099999997764826;;;;;;;;;;;;;;;;
29;ft.C.x;compute_indexmap;11;ft.f90:703-705;Innermost;0.040371388196945;0.0049999998882413;;;;;;0.040371388196945;0.0049999998882413;;;;;;;;;;;;;;;;
92;ft.C.x;transpose2_local;23;ft.f90:1328-1328,ft.f90:1336-1336;InBetween;7.6705641746521;0.95000004768372;;;;;;0.040371388196945;0.0049999998882413;;;;;;;;;;;;;;;;
49;ft.C.x;cffts2;15;ft.f90:963-965;InBetween;2.6241402626038;0.32500001788139;;;;;;0.040371388196945;0.0049999998882413;;;;;;;;;;;;;;;;
69;ft.C.x;cfftz;18;ft.f90:1118-1121;Single;0.040371388196945;0.0049999998882413;;;;;;0.040371388196945;0.0049999998882413;;;;;;;;;;;;;;;;
