loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
71;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;17.400072097778;2.1550002098083;;;;;;17.400072097778;2.1550002098083;;;;;;;;;;;;;;;;
4;ft.C.x;ft;6;ft.f90:207-208;Innermost;16.834873199463;2.0850002765656;;;;;;16.834873199463;2.0850002765656;;;;;;;;;;;;;;;;
82;ft.C.x;transpose_x_yz;21;ft.f90:1396-1396;Innermost;11.869190216064;1.4700000286102;;;;;;11.869190216064;1.4700000286102;;;;;;;;;;;;;;;;
91;ft.C.x;transpose2_local;23;ft.f90:1326-1327;Innermost;8.3568782806396;1.0349999666214;;;;;;8.3568782806396;1.0349999666214;;;;;;;;;;;;;;;;
41;ft.C.x;cffts1;14;ft.f90:916-917;Innermost;4.9253101348877;0.61000001430511;;;;;;4.9253101348877;0.61000001430511;;;;;;;;;;;;;;;;
95;ft.C.x;transpose2_local;23;ft.f90:1332-1334;Innermost;4.8849387168884;0.60500001907349;;;;;;4.8849387168884;0.60500001907349;;;;;;;;;;;;;;;;
72;ft.C.x;fftz2;19;ft.f90:1182-1182,ft.f90:1187-1189;InBetween;20.993125915527;2.6000001430511;;;;;;3.5930542945862;0.44500002264977;;;;;;;;;;;;;;;;
51;ft.C.x;cffts2;15;ft.f90:963-963;Innermost;2.4222838878632;0.30000004172325;;;;;;2.4222838878632;0.30000004172325;;;;;;;;;;;;;;;;
75;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;2.0589411258698;0.25499999523163;;;;;;2.0589411258698;0.25499999523163;;;;;;;;;;;;;;;;
38;ft.C.x;cffts1;14;ft.f90:928-929;Innermost;1.7763414382935;0.21999999880791;;;;;;1.7763414382935;0.21999999880791;;;;;;;;;;;;;;;;
86;ft.C.x;transpose_xy_z;22;ft.f90:1396-1396;Innermost;1.3726273775101;0.16999998688698;;;;;;1.3726273775101;0.16999998688698;;;;;;;;;;;;;;;;
68;ft.C.x;cfftz;18;ft.f90:1130-1130;Innermost;1.3322560787201;0.16500000655651;;;;;;1.3322560787201;0.16500000655651;;;;;;;;;;;;;;;;
48;ft.C.x;cffts2;15;ft.f90:975-975;Innermost;1.2111419439316;0.15000002086163;;;;;;1.2111419439316;0.15000002086163;;;;;;;;;;;;;;;;
70;ft.C.x;fftz2;19;ft.f90:1168-1168,ft.f90:1182-1182,ft.f90:1189-1190;Outermost;21.679441452026;2.6850004196167;;;;;;0.68631368875504;0.084999993443489;;;;;;;;;;;;;;;;
147;ft.C.x;vranlc;53;randi8.f90:60-62;Single;0.60557097196579;0.075000010430813;;;;;;0.60557097196579;0.075000010430813;;;;;;;;;;;;;;;;
76;ft.C.x;fftz2;19;ft.f90:1182-1182,ft.f90:1187-1189;InBetween;2.341540813446;0.28999999165535;;;;;;0.28259977698326;0.035000000149012;;;;;;;;;;;;;;;;
3;ft.C.x;ft;6;ft.f90:144-144,ft.f90:208-210;InBetween;17.117473602295;2.1200003623962;;;;;;0.28259977698326;0.035000000149012;;;;;;;;;;;;;;;;
49;ft.C.x;cffts2;15;ft.f90:963-965;InBetween;2.5837693214417;0.32000002264977;;;;;;0.1614855825901;0.02000000141561;;;;;;;;;;;;;;;;
66;ft.C.x;cfftz;18;ft.f90:1130-1132;Outermost;1.4533702135086;0.18000000715256;;;;;;0.12111418694258;0.014999999664724;;;;;;;;;;;;;;;;
46;ft.C.x;cffts2;15;ft.f90:975-977;InBetween;1.2918846607208;0.16000001132488;;;;;;0.080742791295052;0.010000000707805;;;;;;;;;;;;;;;;
94;ft.C.x;transpose2_local;23;ft.f90:1328-1328,ft.f90:1334-1336;InBetween;13.282188415527;1.6449999809265;;;;;;0.040371395647526;0.0050000003539026;;;;;;;;;;;;;;;;
74;ft.C.x;fftz2;19;ft.f90:1168-1168,ft.f90:1182-1182,ft.f90:1189-1190;Outermost;2.3819124698639;0.2950000166893;;;;;;0.040371395647526;0.0050000003539026;;;;;;;;;;;;;;;;
69;ft.C.x;cfftz;18;ft.f90:1118-1121;Single;0.040371395647526;0.0050000003539026;;;;;;0.040371395647526;0.0050000003539026;;;;;;;;;;;;;;;;
2;ft.C.x;ft;6;ft.f90:144-144,ft.f90:209-211;InBetween;17.157844543457;2.1250002384186;;;;;;0.040371395647526;0.0050000003539026;;;;;;;;;;;;;;;;
80;ft.C.x;transpose_x_yz;21;ft.f90:1242-1242,ft.f90:1396-1398;InBetween;11.909562110901;1.4750001430511;;;;;;0.040371395647526;0.0050000003539026;;;;;;;;;;;;;;;;
