block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
950;ft.C.x;ft.f90:1184-1188;16.962839126587;2.1000001430511;;;;;;;;;;;;;;;;
178;ft.C.x;ft.f90:207-208;16.599348068237;2.0549998283386;;;;;;;;;;;;;;;;
985;ft.C.x;ft.f90:1396-1396;11.914375305176;1.4750000238419;;;;;;;;;;;;;;;;
1046;ft.C.x;ft.f90:1326-1327;7.7140531539917;0.95500004291534;;;;;;;;;;;;;;;;
646;ft.C.x;ft.f90:916-917;5.1696271896362;0.63999998569489;;;;;;;;;;;;;;;;
1053;ft.C.x;ft.f90:1332-1334;5.0888514518738;0.62999999523163;;;;;;;;;;;;;;;;
676;ft.C.x;ft.f90:928-929;2.5848135948181;0.31999999284744;;;;;;;;;;;;;;;;
708;ft.C.x;ft.f90:963-963;2.2617118358612;0.28000000119209;;;;;;;;;;;;;;;;
920;ft.C.x;ft.f90:1184-1188;1.8174469470978;0.22499997913837;;;;;;;;;;;;;;;;
936;ft.C.x;ft.f90:1188-1188;1.7366715669632;0.21499997377396;;;;;;;;;;;;;;;;
737;ft.C.x;ft.f90:975-975;1.4539575576782;0.17999997735023;;;;;;;;;;;;;;;;
1021;ft.C.x;ft.f90:1396-1396;1.3731821775436;0.16999998688698;;;;;;;;;;;;;;;;
878;ft.C.x;ft.f90:1130-1130;0.9289174079895;0.11500000953674;;;;;;;;;;;;;;;;
1644;ft.C.x;randi8.f90:60-62;0.64620339870453;0.079999998211861;;;;;;;;;;;;;;;;
926;ft.C.x;ft.f90:1182-1182;0.4846525490284;0.059999998658895;;;;;;;;;;;;;;;;
948;ft.C.x;ft.f90:1189-1189;0.44426485896111;0.055000003427267;;;;;;;;;;;;;;;;
932;ft.C.x;ft.f90:1188-1188;0.36348938941956;0.044999994337559;;;;;;;;;;;;;;;;
937;ft.C.x;ft.f90:1188-1188;0.28271397948265;0.035000000149012;;;;;;;;;;;;;;;;
934;ft.C.x;ft.f90:1188-1188;0.2423262745142;0.029999999329448;;;;;;;;;;;;;;;;
928;ft.C.x;ft.f90:1188-1188;0.20193855464458;0.024999998509884;;;;;;;;;;;;;;;;
930;ft.C.x;ft.f90:1188-1188;0.20193855464458;0.024999998509884;;;;;;;;;;;;;;;;
905;ft.C.x;ft.f90:1188-1188;0.16155084967613;0.019999999552965;;;;;;;;;;;;;;;;
925;ft.C.x;ft.f90:1168-1168,ft.f90:1190-1190;0.16155084967613;0.019999999552965;;;;;;;;;;;;;;;;
933;ft.C.x;ft.f90:1188-1188;0.080775424838066;0.0099999997764826;;;;;;;;;;;;;;;;
904;ft.C.x;ft.f90:1188-1188;0.080775424838066;0.0099999997764826;;;;;;;;;;;;;;;;
875;ft.C.x;ft.f90:1131-1131;0.080775424838066;0.0099999997764826;;;;;;;;;;;;;;;;
877;ft.C.x;ft.f90:1131-1131;0.080775424838066;0.0099999997764826;;;;;;;;;;;;;;;;
896;ft.C.x;ft.f90:1182-1182;0.080775424838066;0.0099999997764826;;;;;;;;;;;;;;;;
922;ft.C.x;ft.f90:1168-1169,ft.f90:1183-1188;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
887;ft.C.x;ft.f90:1142-1142,ft.f90:1163-1168;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
897;ft.C.x;ft.f90:1182-1182,ft.f90:1188-1188;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
918;ft.C.x;ft.f90:1189-1189;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
900;ft.C.x;ft.f90:1188-1188;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
872;ft.C.x;ft.f90:1132-1132;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
731;ft.C.x;ft.f90:977-977;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
941;ft.C.x;ft.f90:1188-1188;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
734;ft.C.x;ft.f90:976-976;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
895;ft.C.x;ft.f90:1168-1168,ft.f90:1190-1190;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
500;ft.C.x;ft.f90:705-705;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
179;ft.C.x;ft.f90:208-209;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
501;ft.C.x;ft.f90:704-705;0.040387712419033;0.0049999998882413;;;;;;;;;;;;;;;;
