function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;flops_sca;flops_vec;flops_sp;flops_dp;
19;ft.C.x;fftz2;ft.f90:1142-1142,ft.f90:1162-1169,ft.f90:1182-1193;23.626802444458;2.9250001907349;0;0;0;0;0;0.040386661887169;0.0049998722970486;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";fftz2_;;;;;;;;;;
6;ft.C.x;ft;ft.f90:75-75,ft.f90:94-95,ft.f90:102-114,ft.f90:122-164,ft.f90:171-180,ft.f90:204-211,ft.f90:1058-1072,ft.f90:1208-1208,ft.f90:1214-1216,ft.f90:1899-1899,ft.f90:2120-2120;17.205158233643;2.1300001144409;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";MAIN_;;;;;;;;;;
3691;libc.so.6;__memcpy_avx512_unaligned_erms;;16.599340438843;2.0549998283386;0;0;0;0;0;16.599340438843;2.0549998283386;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";__memcpy_avx512_unaligned_erms;;;;;;;;;;
23;ft.C.x;transpose2_local;ft.f90:1277-1277,ft.f90:1294-1294,ft.f90:1303-1318,ft.f90:1326-1342;13.489484786987;1.6699993610382;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";transpose2_local_;;;;;;;;;;
21;ft.C.x;transpose_x_yz;ft.f90:1226-1226,ft.f90:1237-1246,ft.f90:1364-1368,ft.f90:1391-1400;11.914370536804;1.4750000238419;0;0;0;0;0;0.04038717597723;0.0049999360926449;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";transpose_x_yz_;;;;;;;;;;
14;ft.C.x;cffts1;ft.f90:895-895,ft.f90:909-936,ft.f90:1208-1208,ft.f90:1214-1216;6.9870710372925;0.86500000953674;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cffts1_;;;;;;;;;;
15;ft.C.x;cffts2;ft.f90:942-942,ft.f90:956-983,ft.f90:1208-1208,ft.f90:1214-1216;4.1195449829102;0.50999999046326;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cffts2_;;;;;;;;;;
22;ft.C.x;transpose_xy_z;ft.f90:1252-1252,ft.f90:1263-1270,ft.f90:1364-1368,ft.f90:1391-1400;1.3731815814972;0.17000000178814;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";transpose_xy_z_;;;;;;;;;;
18;ft.C.x;cfftz;ft.f90:1080-1080,ft.f90:1105-1111,ft.f90:1117-1121,ft.f90:1128-1137;1.2924062013626;0.15999999642372;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cfftz_;;;;;;;;;;
21;mca_btl_vader.so;mca_btl_vader_component_progress;;0.84814155101776;0.10500000417233;0;0;0;0;0;0.84814155101776;0.10500000417233;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";mca_btl_vader_component_progress;;;;;;;;;;
23;mca_btl_vader.so;mca_btl_vader_poll_handle_frag;;0.80775392055511;0.1000000089407;0;0;0;0;0;0.80775392055511;0.1000000089407;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";mca_btl_vader_poll_handle_frag;;;;;;;;;;
53;ft.C.x;vranlc;randi8.f90:57-66;0.60581541061401;0.075000002980232;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";vranlc_;;;;;;;;;;
636;libm.so.6;f64xsubf128;;0.44426465034485;0.055000003427267;0;0;0;0;0;0.44426465034485;0.055000003427267;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0,0";f64xsubf128;;;;;;;;;;
358;libm.so.6;exp;;0.20193848013878;0.025000002235174;0;0;0;0;0;0.20193848013878;0.025000002235174;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0,0";exp;;;;;;;;;;
1256;libopen-pal.so.40.30.4;opal_timer_linux_get_cycles_sys_timer;;0.12116308510303;0.015000000596046;0;0;0;0;0;0.12116308510303;0.015000000596046;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";opal_timer_linux_get_cycles_sys_timer;;;;;;;;;;
3636;libc.so.6;__strncat_evex;;0.040387693792582;0.0049999998882413;0;0;0;0;0;0.040387693792582;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0,0";__strncat_evex;;;;;;;;;;
645;libc.so.6;printf_positional;;0.040387693792582;0.0049999998882413;0;0;0;0;0;0.040387693792582;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,100,0,0,0";printf_positional;;;;;;;;;;
284;ld-linux-x86-64.so.2;strcmp;;0.040387693792582;0.0049999998882413;0;0;0;0;0;0.040387693792582;0.0049999998882413;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";strcmp;;;;;;;;;;
