node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
romeo-c040;AMD_fam19h_mod11h;2;39;x86_64;ZEN_V4;AMD EPYC 9654 96-Core Processor;1024 KB;96;3707812;2400000;acpi-cpufreq;performance;always;Linux 5.14.0-427.42.1.el9_4.x86_64 #1 SMP PREEMPT_DYNAMIC Fri Oct 18 14:35:40 EDT 2024;;
