group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOVUPS,MOVUPS,;0,16,;0xb730,0xb735,;Success;32;Success;32;32;0;32;32;2;
2;SS;MOVUPS,MOVUPS,;16,0,;0xb73b,0xb741,;Success;32;Success;32;32;0;32;32;2;
