group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
64;LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL;MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,;-496,-480,-464,-448,-432,-416,-400,-384,-368,-352,-336,-320,-304,-288,-272,-256,-240,-224,-208,-192,-176,-160,-144,-128,-112,-96,-80,-64,-48,-32,-16,0,-496,-480,-464,-448,-432,-416,-400,-384,-368,-352,-336,-320,-304,-288,-272,-256,-240,-224,-208,-192,-176,-160,-144,-128,-112,-96,-80,-64,-48,-32,-16,0,;0xbbc7,0xbbd0,0xbbe7,0xbbf0,0xbc07,0xbc10,0xbc27,0xbc30,0xbc47,0xbc50,0xbc67,0xbc70,0xbc87,0xbc90,0xbca7,0xbcb0,0xbcc7,0xbcd0,0xbce7,0xbcf0,0xbd07,0xbd10,0xbd27,0xbd30,0xbd44,0xbd4a,0xbd58,0xbd5e,0xbd6c,0xbd72,0xbd80,0xbd86,0xb9c0,0xb9d0,0xb9e0,0xb9f0,0xba00,0xba10,0xba20,0xba30,0xba40,0xba50,0xba60,0xba70,0xba80,0xba90,0xbaa0,0xbab0,0xbac0,0xbad0,0xbae0,0xbaf0,0xbb00,0xbb10,0xbb20,0xbb30,0xbb3d,0xbb47,0xbb51,0xbb5b,0xbb65,0xbb6f,0xbb79,0xbb83,;Not found;0;Success;1024;512;512;512;0;32;
64;SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS;MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,;-488,-504,-456,-472,-424,-440,-392,-408,-360,-376,-328,-344,-296,-312,-264,-280,-232,-248,-200,-216,-168,-184,-136,-152,-104,-120,-72,-88,-40,-56,-8,-24,-504,-488,-472,-456,-440,-424,-408,-392,-376,-360,-344,-328,-312,-296,-280,-264,-248,-232,-216,-200,-184,-168,-152,-136,-120,-104,-88,-72,-56,-40,-24,-8,;0xbbd9,0xbbe0,0xbbf9,0xbc00,0xbc19,0xbc20,0xbc39,0xbc40,0xbc59,0xbc60,0xbc79,0xbc80,0xbc99,0xbca0,0xbcb9,0xbcc0,0xbcd9,0xbce0,0xbcf9,0xbd00,0xbd19,0xbd20,0xbd36,0xbd3d,0xbd50,0xbd54,0xbd64,0xbd68,0xbd78,0xbd7c,0xbd8b,0xbd8f,0xb9c9,0xb9d9,0xb9e9,0xb9f9,0xba09,0xba19,0xba29,0xba39,0xba49,0xba59,0xba69,0xba79,0xba89,0xba99,0xbaa9,0xbab9,0xbac9,0xbad9,0xbae9,0xbaf9,0xbb09,0xbb19,0xbb29,0xbb36,0xbb43,0xbb4d,0xbb57,0xbb61,0xbb6b,0xbb75,0xbb7f,0xbb88,;Not found;0;Success;1024;512;512;512;0;1;
