group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;S;MOVUPD,;-16,;0xaf74,;Success;16;Success;16;16;0;16;16;1;
1;S;MOVUPD,;-16,;0xafa0,;Success;16;Success;16;16;0;16;16;1;
1;L;MOVUPD,;-16,;0xaf60,;Success;16;Success;16;16;0;16;16;1;
1;L;MOVUPD,;0,;0xaf67,;Success;16;Success;16;16;0;16;16;1;
