function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;flops_sca;flops_vec;flops_sp;flops_dp;
19;ft.C.x;fftz2;ft.f90:1142-1142,ft.f90:1162-1173,ft.f90:1182-1193;23.313117980957;2.8849999904633;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";fftz2_;;;;;;;;;;
6;ft.C.x;ft;ft.f90:75-75,ft.f90:94-95,ft.f90:102-114,ft.f90:122-164,ft.f90:171-180,ft.f90:204-211,ft.f90:1058-1072,ft.f90:1208-1208,ft.f90:1214-1216;17.090900421143;2.1150000095367;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";MAIN_;;;;;;;;;;
3691;libc.so.6;__memcpy_avx512_unaligned_erms;;15.878779411316;1.9649999141693;0;0;0;0;0;15.878779411316;1.9649999141693;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";__memcpy_avx512_unaligned_erms;;;;;;;;;;
23;ft.C.x;transpose2_local;ft.f90:1277-1277,ft.f90:1294-1294,ft.f90:1303-1318,ft.f90:1326-1342;13.535346984863;1.6750001907349;0;0;0;0;0;5.1717148608077e-07;6.4000005295384e-08;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";transpose2_local_;;;;;;;;;;
25;ft.C.x;transpose2_finish;ft.f90:1378-1378,ft.f90:1391-1403;13.414134979248;1.66000020504;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";transpose2_finish_;;;;;;;;;;
14;ft.C.x;cffts1;ft.f90:895-895,ft.f90:909-936,ft.f90:1208-1208,ft.f90:1214-1216;6.8282790184021;0.84499996900558;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cffts1_;;;;;;;;;;
15;ft.C.x;cffts2;ft.f90:942-942,ft.f90:956-983,ft.f90:1208-1208,ft.f90:1214-1216;4.1212100982666;0.50999999046326;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cffts2_;;;;;;;;;;
18;ft.C.x;cfftz;ft.f90:1080-1080,ft.f90:1105-1111,ft.f90:1117-1121,ft.f90:1128-1137;1.696968793869;0.21000000834465;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";cfftz_;;;;;;;;;;
21;mca_btl_vader.so;mca_btl_vader_component_progress;;1.2929286956787;0.16000001132488;0;0;0;0;0;1.2929286956787;0.16000001132488;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";mca_btl_vader_component_progress;;;;;;;;;;
23;mca_btl_vader.so;mca_btl_vader_poll_handle_frag;;1.0101004838943;0.125;0;0;0;0;0;1.0101004838943;0.125;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0,0";mca_btl_vader_poll_handle_frag;;;;;;;;;;
