loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
71;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;18.435968399048;2.2749998569489;;;;;;18.435968399048;2.2749998569489;;;;;;;;;;;;;;;;
4;ft.C.x;ft;6;ft.f90:207-208;Innermost;16.896263122559;2.085000038147;;;;;;16.896263122559;2.085000038147;;;;;;;;;;;;;;;;
89;ft.C.x;transpose2_finish;25;ft.f90:1396-1396;Innermost;13.452180862427;1.6600000858307;;;;;;13.452180862427;1.6600000858307;;;;;;;;;;;;;;;;
79;ft.C.x;transpose2_local;23;ft.f90:1326-1327;Innermost;7.7795743942261;0.96000003814697;;;;;;7.7795743942261;0.96000003814697;;;;;;;;;;;;;;;;
41;ft.C.x;cffts1;14;ft.f90:916-917;Innermost;5.5915694236755;0.69000005722046;;;;;;5.5915694236755;0.69000005722046;;;;;;;;;;;;;;;;
85;ft.C.x;transpose2_local;23;ft.f90:1332-1332;Innermost;5.4294943809509;0.66999995708466;;;;;;5.4294943809509;0.66999995708466;;;;;;;;;;;;;;;;
72;ft.C.x;fftz2;19;ft.f90:1187-1189;InBetween;22.649904251099;2.7949995994568;;;;;;4.2139358520508;0.51999998092651;;;;;;;;;;;;;;;;
51;ft.C.x;cffts2;15;ft.f90:963-963;Innermost;2.7957847118378;0.34500002861023;;;;;;2.7957847118378;0.34500002861023;;;;;;;;;;;;;;;;
38;ft.C.x;cffts1;14;ft.f90:928-929;Innermost;1.7423005104065;0.21500000357628;;;;;;1.7423005104065;0.21500000357628;;;;;;;;;;;;;;;;
48;ft.C.x;cffts2;15;ft.f90:975-975;Innermost;1.4181516170502;0.17500001192093;;;;;;1.4181516170502;0.17500001192093;;;;;;;;;;;;;;;;
68;ft.C.x;cfftz;18;ft.f90:1130-1130;Innermost;1.0940026044846;0.13500000536442;;;;;;1.0940026044846;0.13500000536442;;;;;;;;;;;;;;;;
70;ft.C.x;fftz2;19;ft.f90:1168-1168,ft.f90:1173-1173,ft.f90:1182-1183,ft.f90:1188-1190;Outermost;23.338722229004;2.8799998760223;;;;;;0.68881642818451;0.084999993443489;;;;;;;;;;;;;;;;
120;ft.C.x;vranlc;45;randi8.f90:60-62;Single;0.48622339963913;0.060000002384186;;;;;;0.48622339963913;0.060000002384186;;;;;;;;;;;;;;;;
3;ft.C.x;ft;6;ft.f90:208-210;InBetween;17.058338165283;2.1050000190735;;;;;;0.16207446157932;0.019999999552965;;;;;;;;;;;;;;;;
29;ft.C.x;compute_indexmap;11;ft.f90:703-705;Innermost;0.12155584990978;0.015000000596046;;;;;;0.12155584990978;0.015000000596046;;;;;;;;;;;;;;;;
84;ft.C.x;transpose2_local;23;ft.f90:1332-1334;InBetween;5.5105314254761;0.67999994754791;;;;;;0.081037230789661;0.0099999997764826;;;;;;;;;;;;;;;;
49;ft.C.x;cffts2;15;ft.f90:963-965;InBetween;2.8768217563629;0.35499998927116;;;;;;0.081037230789661;0.0099999997764826;;;;;;;;;;;;;;;;
46;ft.C.x;cffts2;15;ft.f90:975-977;InBetween;1.4991887807846;0.18500000238419;;;;;;0.081037230789661;0.0099999997764826;;;;;;;;;;;;;;;;
37;ft.C.x;cffts1;14;ft.f90:928-930;InBetween;1.8233376741409;0.2250000089407;;;;;;0.081037230789661;0.0099999997764826;;;;;;;;;;;;;;;;
66;ft.C.x;cfftz;18;ft.f90:1130-1132;Outermost;1.1750398874283;0.14500001072884;;;;;;0.081037230789661;0.0099999997764826;;;;;;;;;;;;;;;;
2;ft.C.x;ft;6;ft.f90:209-211;InBetween;17.098857879639;2.1100001335144;;;;;;0.040518615394831;0.0049999998882413;;;;;;;;;;;;;;;;
87;ft.C.x;transpose2_finish;25;ft.f90:1396-1398;InBetween;13.492698669434;1.664999961853;;;;;;0.040518615394831;0.0049999998882413;;;;;;;;;;;;;;;;
