loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
71;ft.C.x;fftz2;19;ft.f90:1184-1188;Innermost;18.663959503174;2.3049998283386;;;;;;18.663959503174;2.3049998283386;;;;;;;;;;;;;;;;
4;ft.C.x;ft;6;ft.f90:207-208;Innermost;16.761125564575;2.0699999332428;;;;;;16.761125564575;2.0699999332428;;;;;;;;;;;;;;;;
89;ft.C.x;transpose2_finish;25;ft.f90:1396-1396;Innermost;13.319833755493;1.6450001001358;;;;;;13.319833755493;1.6450001001358;;;;;;;;;;;;;;;;
79;ft.C.x;transpose2_local;23;ft.f90:1326-1327;Innermost;8.3400774002075;1.0299999713898;;;;;;8.3400774002075;1.0299999713898;;;;;;;;;;;;;;;;
41;ft.C.x;cffts1;14;ft.f90:916-917;Innermost;5.1821842193604;0.64000004529953;;;;;;5.1821842193604;0.64000004529953;;;;;;;;;;;;;;;;
85;ft.C.x;transpose2_local;23;ft.f90:1332-1332;Innermost;4.8582978248596;0.60000002384186;;;;;;4.8582978248596;0.60000002384186;;;;;;;;;;;;;;;;
72;ft.C.x;fftz2;19;ft.f90:1187-1189;InBetween;22.105253219604;2.7299997806549;;;;;;3.4412941932678;0.42500001192093;;;;;;;;;;;;;;;;
51;ft.C.x;cffts2;15;ft.f90:963-963;Innermost;2.4291489124298;0.30000001192093;;;;;;2.4291489124298;0.30000001192093;;;;;;;;;;;;;;;;
68;ft.C.x;cfftz;18;ft.f90:1130-1130;Innermost;1.5789465904236;0.19499999284744;;;;;;1.5789465904236;0.19499999284744;;;;;;;;;;;;;;;;
38;ft.C.x;cffts1;14;ft.f90:928-929;Innermost;1.4574891328812;0.17999997735023;;;;;;1.4574891328812;0.17999997735023;;;;;;;;;;;;;;;;
70;ft.C.x;fftz2;19;ft.f90:1168-1168,ft.f90:1173-1173,ft.f90:1182-1183,ft.f90:1188-1190;Outermost;23.481771469116;2.8999998569489;;;;;;1.376517534256;0.16999998688698;;;;;;;;;;;;;;;;
48;ft.C.x;cffts2;15;ft.f90:975-975;Innermost;0.68825876712799;0.084999993443489;;;;;;0.68825876712799;0.084999993443489;;;;;;;;;;;;;;;;
120;ft.C.x;vranlc;45;randi8.f90:60-62;Single;0.60728722810745;0.075000002980232;;;;;;0.60728722810745;0.075000002980232;;;;;;;;;;;;;;;;
66;ft.C.x;cfftz;18;ft.f90:1130-1132;Outermost;2.024290561676;0.24999998509884;;;;;;0.44534397125244;0.055000003427267;;;;;;;;;;;;;;;;
3;ft.C.x;ft;6;ft.f90:208-210;InBetween;16.963556289673;2.0950000286102;;;;;;0.20242907106876;0.025000000372529;;;;;;;;;;;;;;;;
87;ft.C.x;transpose2_finish;25;ft.f90:1396-1398;InBetween;13.481776237488;1.6650000810623;;;;;;0.16194325685501;0.02000000141561;;;;;;;;;;;;;;;;
29;ft.C.x;compute_indexmap;11;ft.f90:703-705;Innermost;0.080971628427505;0.010000000707805;;;;;;0.080971628427505;0.010000000707805;;;;;;;;;;;;;;;;
49;ft.C.x;cffts2;15;ft.f90:963-965;InBetween;2.5101203918457;0.31000000238419;;;;;;0.080971628427505;0.010000000707805;;;;;;;;;;;;;;;;
69;ft.C.x;cfftz;18;ft.f90:1118-1121;Single;0.080971628427505;0.010000000707805;;;;;;0.080971628427505;0.010000000707805;;;;;;;;;;;;;;;;
84;ft.C.x;transpose2_local;23;ft.f90:1332-1334;InBetween;4.8987832069397;0.60499995946884;;;;;;0.040485814213753;0.0050000003539026;;;;;;;;;;;;;;;;
46;ft.C.x;cffts2;15;ft.f90:975-977;InBetween;0.72874456644058;0.089999988675117;;;;;;0.040485814213753;0.0050000003539026;;;;;;;;;;;;;;;;
45;ft.C.x;cffts2;15;ft.f90:960-979;InBetween;3.2793507575989;0.40499997138977;;;;;;0.040485814213753;0.0050000003539026;;;;;;;;;;;;;;;;
