block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
914;ft.C.x;ft.f90:1184-1188;19.927227020264;2.4650001525879;;;;;;;;;;;;;;;;
178;ft.C.x;ft.f90:207-208;16.774440765381;2.0750000476837;;;;;;;;;;;;;;;;
1013;ft.C.x;ft.f90:1396-1396;13.41955280304;1.6599999666214;;;;;;;;;;;;;;;;
953;ft.C.x;ft.f90:1326-1327;8.5286912918091;1.0550000667572;;;;;;;;;;;;;;;;
642;ft.C.x;ft.f90:916-917;4.8504409790039;0.60000002384186;;;;;;;;;;;;;;;;
962;ft.C.x;ft.f90:1332-1332;4.7695999145508;0.58999997377396;;;;;;;;;;;;;;;;
704;ft.C.x;ft.f90:963-963;2.1826982498169;0.27000001072884;;;;;;;;;;;;;;;;
901;ft.C.x;ft.f90:1188-1188;1.7784949541092;0.22000001370907;;;;;;;;;;;;;;;;
672;ft.C.x;ft.f90:928-929;1.6976542472839;0.21000000834465;;;;;;;;;;;;;;;;
874;ft.C.x;ft.f90:1130-1130;1.3338711261749;0.16499999165535;;;;;;;;;;;;;;;;
733;ft.C.x;ft.f90:975-975;1.0913491249084;0.13500000536442;;;;;;;;;;;;;;;;
892;ft.C.x;ft.f90:1182-1182,ft.f90:1188-1188;0.60630512237549;0.075000002980232;;;;;;;;;;;;;;;;
1441;ft.C.x;randi8.f90:60-62;0.52546435594559;0.064999997615814;;;;;;;;;;;;;;;;
888;ft.C.x;ft.f90:1168-1168,ft.f90:1190-1190;0.36378303170204;0.044999998062849;;;;;;;;;;;;;;;;
902;ft.C.x;ft.f90:1188-1188;0.32336270809174;0.040000002831221;;;;;;;;;;;;;;;;
912;ft.C.x;ft.f90:1189-1189;0.28294238448143;0.035000003874302;;;;;;;;;;;;;;;;
898;ft.C.x;ft.f90:1188-1188;0.28294238448143;0.035000003874302;;;;;;;;;;;;;;;;
896;ft.C.x;ft.f90:1188-1188;0.2425220310688;0.030000001192093;;;;;;;;;;;;;;;;
900;ft.C.x;ft.f90:1188-1188;0.2425220310688;0.030000001192093;;;;;;;;;;;;;;;;
895;ft.C.x;ft.f90:1188-1188;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
899;ft.C.x;ft.f90:1188-1188;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
868;ft.C.x;ft.f90:1132-1132;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
870;ft.C.x;ft.f90:1131-1131;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
949;ft.C.x;ft.f90:1336-1336;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
495;ft.C.x;ft.f90:703-705;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
179;ft.C.x;ft.f90:208-209;0.1212610155344;0.015000000596046;;;;;;;;;;;;;;;;
496;ft.C.x;ft.f90:705-705;0.080840677022934;0.010000000707805;;;;;;;;;;;;;;;;
890;ft.C.x;ft.f90:1173-1173;0.080840677022934;0.010000000707805;;;;;;;;;;;;;;;;
893;ft.C.x;ft.f90:1188-1188;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
669;ft.C.x;ft.f90:929-929;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
698;ft.C.x;ft.f90:965-965;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
671;ft.C.x;ft.f90:929-929;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
886;ft.C.x;ft.f90:1173-1173,ft.f90:1190-1190;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
871;ft.C.x;ft.f90:1131-1131;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
958;ft.C.x;ft.f90:1334-1334;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
891;ft.C.x;ft.f90:1182-1183;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
872;ft.C.x;ft.f90:1131-1131;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
731;ft.C.x;ft.f90:976-976;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
873;ft.C.x;ft.f90:1131-1131;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
859;ft.C.x;ft.f90:1118-1119;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
732;ft.C.x;ft.f90:976-976;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
875;ft.C.x;ft.f90:1130-1131;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
1014;ft.C.x;ft.f90:1396-1397;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
163;ft.C.x;ft.f90:209-211;0.040420338511467;0.0050000003539026;;;;;;;;;;;;;;;;
