block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
950;ft.C.x;ft.f90:1184-1188;17.227388381958;2.125;;;;;;;;;;;;;;;;
178;ft.C.x;ft.f90:207-208;16.903108596802;2.0849997997284;;;;;;;;;;;;;;;;
985;ft.C.x;ft.f90:1396-1396;12.119975090027;1.4950000047684;;;;;;;;;;;;;;;;
1046;ft.C.x;ft.f90:1326-1327;7.2152361869812;0.88999998569489;;;;;;;;;;;;;;;;
1053;ft.C.x;ft.f90:1332-1334;5.7154397964478;0.7049999833107;;;;;;;;;;;;;;;;
646;ft.C.x;ft.f90:916-917;5.2290191650391;0.64499992132187;;;;;;;;;;;;;;;;
676;ft.C.x;ft.f90:928-929;2.391566991806;0.2950000166893;;;;;;;;;;;;;;;;
708;ft.C.x;ft.f90:963-963;2.2294268608093;0.27499997615814;;;;;;;;;;;;;;;;
920;ft.C.x;ft.f90:1184-1188;1.9862167835236;0.24500000476837;;;;;;;;;;;;;;;;
936;ft.C.x;ft.f90:1188-1188;1.8646116256714;0.22999998927116;;;;;;;;;;;;;;;;
1021;ft.C.x;ft.f90:1396-1396;1.4187262058258;0.17499999701977;;;;;;;;;;;;;;;;
926;ft.C.x;ft.f90:1182-1182;1.013375878334;0.125;;;;;;;;;;;;;;;;
737;ft.C.x;ft.f90:975-975;1.013375878334;0.125;;;;;;;;;;;;;;;;
878;ft.C.x;ft.f90:1130-1130;0.68909555673599;0.084999993443489;;;;;;;;;;;;;;;;
1644;ft.C.x;randi8.f90:60-62;0.56749045848846;0.070000000298023;;;;;;;;;;;;;;;;
930;ft.C.x;ft.f90:1188-1188;0.36481529474258;0.044999998062849;;;;;;;;;;;;;;;;
937;ft.C.x;ft.f90:1188-1188;0.36481529474258;0.044999998062849;;;;;;;;;;;;;;;;
934;ft.C.x;ft.f90:1188-1188;0.32428026199341;0.03999999910593;;;;;;;;;;;;;;;;
925;ft.C.x;ft.f90:1168-1168,ft.f90:1190-1190;0.20267516374588;0.024999998509884;;;;;;;;;;;;;;;;
948;ft.C.x;ft.f90:1189-1189;0.1621401309967;0.019999999552965;;;;;;;;;;;;;;;;
905;ft.C.x;ft.f90:1188-1188;0.1621401309967;0.019999999552965;;;;;;;;;;;;;;;;
928;ft.C.x;ft.f90:1188-1188;0.12160510569811;0.015000000596046;;;;;;;;;;;;;;;;
932;ft.C.x;ft.f90:1188-1188;0.12160510569811;0.015000000596046;;;;;;;;;;;;;;;;
929;ft.C.x;ft.f90:1188-1188;0.081070065498352;0.0099999997764826;;;;;;;;;;;;;;;;
900;ft.C.x;ft.f90:1188-1188;0.081070065498352;0.0099999997764826;;;;;;;;;;;;;;;;
896;ft.C.x;ft.f90:1182-1182;0.081070065498352;0.0099999997764826;;;;;;;;;;;;;;;;
927;ft.C.x;ft.f90:1182-1182,ft.f90:1188-1188;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
898;ft.C.x;ft.f90:1188-1188;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
918;ft.C.x;ft.f90:1189-1189;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
933;ft.C.x;ft.f90:1188-1188;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
904;ft.C.x;ft.f90:1188-1188;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
168;ft.C.x;ft.f90:209-209;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
663;ft.C.x;ft.f90:930-930;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
872;ft.C.x;ft.f90:1132-1132;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
702;ft.C.x;ft.f90:965-965;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
941;ft.C.x;ft.f90:1188-1188;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
733;ft.C.x;ft.f90:976-976;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
875;ft.C.x;ft.f90:1131-1131;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
705;ft.C.x;ft.f90:964-964;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
876;ft.C.x;ft.f90:1131-1131;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
895;ft.C.x;ft.f90:1168-1168,ft.f90:1190-1190;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
877;ft.C.x;ft.f90:1131-1131;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
736;ft.C.x;ft.f90:976-976;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
499;ft.C.x;ft.f90:703-705;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
865;ft.C.x;ft.f90:1120-1120;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
500;ft.C.x;ft.f90:705-705;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
179;ft.C.x;ft.f90:208-209;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
501;ft.C.x;ft.f90:704-705;0.040535032749176;0.0049999998882413;;;;;;;;;;;;;;;;
